id,title,media_type,date,url,text,keyword,like,comment,transpond,read,author_name,timestamp
1809318261351435,【全红婵说克服207C就是练！】\\n 4日上午，广东省二沙体育训练中心举行奥运健儿分享交流会，谢思埸、全红婵、汤慕涵、汪雪儿、欧钰珊参加。被问及如何克服困扰她已久的207C动作，全红婵回答“没有诀窍，就是练”！克服紧张的方法就是相信自己。（广州日报）,新闻,2024-09-05 09:39,https://www.toutiao.com/ugc/share/wap/thread/1809318261351435,【全红婵说克服207C就是练！】\\n 4日上午，广东省二沙体育训练中心举行奥运健儿分享交流会，谢思埸、全红婵、汤慕涵、汪雪儿、欧钰珊参加。被问及如何克服困扰她已久的207C动作，全红婵回答“没有诀窍，就是练”！克服紧张的方法就是相信自己。（广州日报）,奥运,0,0,0,1597,闽南网,1725500340,1725516500
1809307724796938,奥运健儿闪亮登场，国乒队员表现绝佳如下：\\n1、陈梦\\n在众目睽睽之下，陈梦表现完美无缺，获得满分100分\\n2、孙颖莎\\n既庄重严肃，又活泼可爱，得分100分\\n3、王曼昱\\n最为诚实低调，举止得体规矩，得分100分\\n4、马龙\\n展现出成功企业家般的气质，获得100分\\n5、樊振东\\n笑容最灿烂，心情最愉快，得分100分\\n6、王楚钦\\n举止文质彬彬，风度翩翩，获得100分,新闻,2024-09-05 06:51,https://www.toutiao.com/ugc/share/wap/thread/1809307724796938,奥运健儿闪亮登场，国乒队员表现绝佳如下：\\n1、陈梦\\n在众目睽睽之下，陈梦表现完美无缺，获得满分100分\\n2、孙颖莎\\n既庄重严肃，又活泼可爱，得分100分\\n3、王曼昱\\n最为诚实低调，举止得体规矩，得分100分\\n4、马龙\\n展现出成功企业家般的气质，获得100分\\n5、樊振东\\n笑容最灿烂，心情最愉快，得分100分\\n6、王楚钦\\n举止文质彬彬，风度翩翩，获得100分,奥运,5,0,0,11773,懒洋洋公主,1725490260,1725516500
1809329010342987,为什么申奥的城市越来越少？你怎么看举办奥运会给一个城市带来的价值？\\n\\n\\n奥运会对于两类国家有不同的价值。\\n\\n第一类改变人的认知，08年北京、22年东京都属于这种。北京通过奥运会完美地对外输出了一波儿中国形象，改变了相当多的人对于中国的看法；第二次东京奥运其实复刻了1964年的场景，日本在萧条了30年之后，想通过这次奥运会让世界感受到日本的复苏。\\n\\n第二类是借着奥运会的契机对城市进行升级。典型的就是12年伦敦奥运会，10年以前东伦敦可不是什么好地方，印巴人聚集、警笛声做闹钟、白天会在公园里发现奇奇怪怪的东西，这是大家共有的印象，但是12年之后，东伦敦变成了奥运城，斯特拉福德的房价暴涨，伦敦碗球场还摇身成为了英超主场。北京也有类似的结果，一次奥运会，带动了10号线和8号线两条地铁线路的完工，带动整个北四环北五环沿线城市建面的大幅提升，进一步拉大了北京南北城房价的悬殊差异。\\n\\n但是在如今，第一类国家越来越少了，经济好的大国，均已经不需要通过奥运会甚至是世界杯这种赛事来提升自己的存在感，中国也不需要。第二类国家目前还存在，且现在的申办就是以这个目的为主，24年的巴黎借由这次奥运会孕育了很多城市改造类项目，而且还冠以环境保护的名义；28年的洛杉矶、32年的布里斯班都有类似的诉求。\\n\\n至于说中国下一次举办的话，目前来看相当长的时间周期内肯定是没有意愿，但未来也不排除因为政治目的再举办的因素。\\n\\n下一次奥运会轮到亚洲大概率会是海湾国家，卡塔尔、沙特、阿联酋等都有可能，卡塔尔成功举办世界杯也会为其参选奥运会大幅加分。再下一次轮到亚洲，已经至少是30年以后的事情了，世界格局又会发生进一步的变化，我还是倾向于一定有一个人口大国需要向全世界表现自己，印度、印尼，甚至越南、泰国都很有可能。\\n\\n奥运会和世界杯不同，你会发现世界杯是以国家命名的，如巴西世界杯、俄罗斯世界杯等，赛场会位于举办国家的多个城市，其中默认会认为决赛举办地为「主办城市」，整个国家的每一个城市都在享受着这项运动的氛围，而不是集中在一个城市。\\n\\n而奥运会是以城市命名的，如北京奥运会、伦敦奥运会等，除了因为客观条件无法设置之外，所有的赛场都会设置在主办城市，就是把这座城市展现给全世界（比如北京奥运的时候，北京实在是办不了帆船比赛，就设置在了别的城市），可以集中将这座城市进行非常大的改造，所以这就要求这座城市：\\n\\n值得去改造，中心地位极高；\\n有能力去改造，毕竟花的是整个国家的预算，不能引发民生问题；\\n\\n有基础去改造，你也不能是一个啥都没有的城市，交通、体育场各种基建都没，那成本又太高了。,新闻,2024-09-05 12:30,https://www.toutiao.com/ugc/share/wap/thread/1809329010342987,为什么申奥的城市越来越少？你怎么看举办奥运会给一个城市带来的价值？\\n\\n\\n奥运会对于两类国家有不同的价值。\\n\\n第一类改变人的认知，08年北京、22年东京都属于这种。北京通过奥运会完美地对外输出了一波儿中国形象，改变了相当多的人对于中国的看法；第二次东京奥运其实复刻了1964年的场景，日本在萧条了30年之后，想通过这次奥运会让世界感受到日本的复苏。\\n\\n第二类是借着奥运会的契机对城市进行升级。典型的就是12年伦敦奥运会，10年以前东伦敦可不是什么好地方，印巴人聚集、警笛声做闹钟、白天会在公园里发现奇奇怪怪的东西，这是大家共有的印象，但是12年之后，东伦敦变成了奥运城，斯特拉福德的房价暴涨，伦敦碗球场还摇身成为了英超主场。北京也有类似的结果，一次奥运会，带动了10号线和8号线两条地铁线路的完工，带动整个北四环北五环沿线城市建面的大幅提升，进一步拉大了北京南北城房价的悬殊差异。\\n\\n但是在如今，第一类国家越来越少了，经济好的大国，均已经不需要通过奥运会甚至是世界杯这种赛事来提升自己的存在感，中国也不需要。第二类国家目前还存在，且现在的申办就是以这个目的为主，24年的巴黎借由这次奥运会孕育了很多城市改造类项目，而且还冠以环境保护的名义；28年的洛杉矶、32年的布里斯班都有类似的诉求。\\n\\n至于说中国下一次举办的话，目前来看相当长的时间周期内肯定是没有意愿，但未来也不排除因为政治目的再举办的因素。\\n\\n下一次奥运会轮到亚洲大概率会是海湾国家，卡塔尔、沙特、阿联酋等都有可能，卡塔尔成功举办世界杯也会为其参选奥运会大幅加分。再下一次轮到亚洲，已经至少是30年以后的事情了，世界格局又会发生进一步的变化，我还是倾向于一定有一个人口大国需要向全世界表现自己，印度、印尼，甚至越南、泰国都很有可能。\\n\\n奥运会和世界杯不同，你会发现世界杯是以国家命名的，如巴西世界杯、俄罗斯世界杯等，赛场会位于举办国家的多个城市，其中默认会认为决赛举办地为「主办城市」，整个国家的每一个城市都在享受着这项运动的氛围，而不是集中在一个城市。\\n\\n而奥运会是以城市命名的，如北京奥运会、伦敦奥运会等，除了因为客观条件无法设置之外，所有的赛场都会设置在主办城市，就是把这座城市展现给全世界（比如北京奥运的时候，北京实在是办不了帆船比赛，就设置在了别的城市），可以集中将这座城市进行非常大的改造，所以这就要求这座城市：\\n\\n值得去改造，中心地位极高；\\n有能力去改造，毕竟花的是整个国家的预算，不能引发民生问题；\\n\\n有基础去改造，你也不能是一个啥都没有的城市，交通、体育场各种基建都没，那成本又太高了。,奥运,0,0,0,285,运动故事家,1725510600,1725516500
1809315988610051,为什么申奥的城市越来越少？你怎么看举办奥运会给一个城市带来的价值？\\n\\n\\n根本原因，是因为奥运的关注度在下降，而且很严重。回想80年代至21世纪初，电视仍然是最主要的媒体，体育类直播节目则是电视节目的主要项目，而奥运可以将大量精彩的高质量的体育直播类节目归拢到某一个时间段，继而引起关注潮。\\n\\n这种庞大流量和关注度所引起的财富效益和宣传效果，是难以想象的。\\n\\n但随着互联网的兴起，发现了吗？人们的爱好开始撕裂和小众，你关注你的，我关注我的，你每天关注你的俄乌战局，我每天关注我的电竞直播，你喜欢看某人说书带货，我喜欢看海贼王剧情解析。\\n\\n所以90年代那种因为一部电视剧，而万巷空人的景象再也难以复现了。\\n\\n从某种意义上来说，春晚和奥运的衰落，异曲同工。\\n\\n奥运最后一次抓住流量的机会是引入电竞赛事，结果嘛，人都是短视和傲慢的。\\n\\n#奥运热点分享# #奥运中的反思# #一起谈奥运# #体育界那些事# #畅聊奥运# #体育圈那些事# #如何看奥运# #聊聊体育奇闻# #奥运会还重要吗# #奥运会的好处#,新闻,2024-09-05 09:03,https://www.toutiao.com/ugc/share/wap/thread/1809315988610051,为什么申奥的城市越来越少？你怎么看举办奥运会给一个城市带来的价值？\\n\\n\\n根本原因，是因为奥运的关注度在下降，而且很严重。回想80年代至21世纪初，电视仍然是最主要的媒体，体育类直播节目则是电视节目的主要项目，而奥运可以将大量精彩的高质量的体育直播类节目归拢到某一个时间段，继而引起关注潮。\\n\\n这种庞大流量和关注度所引起的财富效益和宣传效果，是难以想象的。\\n\\n但随着互联网的兴起，发现了吗？人们的爱好开始撕裂和小众，你关注你的，我关注我的，你每天关注你的俄乌战局，我每天关注我的电竞直播，你喜欢看某人说书带货，我喜欢看海贼王剧情解析。\\n\\n所以90年代那种因为一部电视剧，而万巷空人的景象再也难以复现了。\\n\\n从某种意义上来说，春晚和奥运的衰落，异曲同工。\\n\\n奥运最后一次抓住流量的机会是引入电竞赛事，结果嘛，人都是短视和傲慢的。\\n\\n#奥运热点分享# #奥运中的反思# #一起谈奥运# #体育界那些事# #畅聊奥运# #体育圈那些事# #如何看奥运# #聊聊体育奇闻# #奥运会还重要吗# #奥运会的好处#,奥运,1,0,0,977,运动故事家,1725498180,1725516500
1809313087494156,马龙和张雨霏同框，你知道代表了多少枚奥运奖牌吗？\\n\\n马龙4次参加奥运会，每次奥运会都能拿金牌，现在已经拿到了6枚奥运金牌。\\n\\n张雨霏3次参加奥运会，在巴黎奥运会上她一共参加了6个项目都拿了奖牌，目前一共是2金3银5铜。\\n\\n所以马龙和雨霏的奖牌加起来，是8金3银5铜，共16枚奥运奖牌。,新闻,2024-09-05 08:17,https://www.toutiao.com/ugc/share/wap/thread/1809313087494156,马龙和张雨霏同框，你知道代表了多少枚奥运奖牌吗？\\n\\n马龙4次参加奥运会，每次奥运会都能拿金牌，现在已经拿到了6枚奥运金牌。\\n\\n张雨霏3次参加奥运会，在巴黎奥运会上她一共参加了6个项目都拿了奖牌，目前一共是2金3银5铜。\\n\\n所以马龙和雨霏的奖牌加起来，是8金3银5铜，共16枚奥运奖牌。,奥运,1,0,0,9236,风沐泽雨,1725495420,1725516500
1809296788576266,奥运会结束了，跨性别比赛还在吵，奥运会新挑战或成分清男女？\\n一、巴黎奥运会拳击赛场上，两位女选手伊曼和林郁婷，凭借实力拿下金牌，却因为“性别门”差点儿变成了“侦探小说”，让人不禁感叹，这年头拿个金牌还得附赠一份DNA报告吗？\\n二、奥委会说：“她们从小就是小姑娘，规矩都守了，凭什么不行？”国际拳协则摆出一副“我们有秘密武器——检测报告”的架势。这剧情，简直比肥皂剧还吸引人！\\n三、当公平竞赛遇上性别争议，体育精神和人性关怀就像在跳双人舞，一个进，另一个就得退。咱们看热闹的同时，也得思考：未来的比赛，怎么才能让大家既比得开心，又看得舒心呢？,新闻,2024-09-05 03:57,https://m.toutiao.com/w/1809296788576266,奥运会结束了，跨性别比赛还在吵，奥运会新挑战或成分清男女？\\n一、巴黎奥运会拳击赛场上，两位女选手伊曼和林郁婷，凭借实力拿下金牌，却因为“性别门”差点儿变成了“侦探小说”，让人不禁感叹，这年头拿个金牌还得附赠一份DNA报告吗？\\n二、奥委会说：“她们从小就是小姑娘，规矩都守了，凭什么不行？”国际拳协则摆出一副“我们有秘密武器——检测报告”的架势。这剧情，简直比肥皂剧还吸引人！\\n三、当公平竞赛遇上性别争议，体育精神和人性关怀就像在跳双人舞，一个进，另一个就得退。咱们看热闹的同时，也得思考：未来的比赛，怎么才能让大家既比得开心，又看得舒心呢？,奥运,0,0,0,693,发生的舒服08512,1725479820,1725516500
1809317204099136,洛杉矶奥运，王楚钦欲破三“误区”：\\n1、力拼单打夺金，非混双。\\n2、瞄准三大赛冠军，非世界排名。\\n3、强化心理素质，非外在形象。\\n话虽糙，理不糙，懂的都懂，各位怎么看？\\n#国乒未来聊一聊# #聊聊国乒的未来# #夺冠2024#,新闻,2024-09-05 09:22,https://www.toutiao.com/ugc/share/wap/thread/1809317204099136,洛杉矶奥运，王楚钦欲破三“误区”：\\n1、力拼单打夺金，非混双。\\n2、瞄准三大赛冠军，非世界排名。\\n3、强化心理素质，非外在形象。\\n话虽糙，理不糙，懂的都懂，各位怎么看？\\n#国乒未来聊一聊# #聊聊国乒的未来# #夺冠2024#,奥运,3,0,0,2664,无洋之人,1725499320,1725516500
1809325164743818,还有比他更强的选手吗？虽然是一位残疾人，但是他在奥运会上的表现绝对是现象级的，伦敦，里约，东京，再到巴黎， 他4次参加奥运会，4次夺冠，只要参加他就是金牌，记住他的名字，他叫李樟煜，他为中国代表团夺得了本届残奥会的第一块金牌，也是个人的第四块奥运会金牌！#头条首发大赛#,新闻,2024-09-05 11:28,https://m.toutiao.com/w/1809325164743818,还有比他更强的选手吗？虽然是一位残疾人，但是他在奥运会上的表现绝对是现象级的，伦敦，里约，东京，再到巴黎， 他4次参加奥运会，4次夺冠，只要参加他就是金牌，记住他的名字，他叫李樟煜，他为中国代表团夺得了本届残奥会的第一块金牌，也是个人的第四块奥运会金牌！#头条首发大赛#,奥运,17,1,0,3139,青海湖畔,1725506880,1725516500
1809324628819979,巴黎奥运会：颜值最为出众的3位中国美男子运动员\\n\\n1、马龙—乒乓球运动员\\n\\n2、张博恒—体操运动员\\n\\n3、王昶—羽毛球双打运动员\\n\\n咱们聊聊这三位运动员，首先得说，颜值这东西，真的是个奇妙的玩意儿。马龙的乒乓球技术那是一绝，打得对手心里发毛，然而他的颜值也让人忍不住多看几眼。想想看，谁不想在比赛中看到一个既帅又能打的人呢？这就像是吃了一碗热腾腾的牛肉面，面条劲道，牛肉鲜嫩，再加上一点香菜，简直完美。\\n\\n再说张博恒，体操运动员，身材那叫一个逆天。每次他在空中翻腾的时候，仿佛时间都停了。可别小看这小子，他不仅仅是个运动员，还是个活生生的艺术品。想象一下，观众席上，大家都在为他的动作喝彩，结果眼神不自觉地被他的颜值吸引，心里想着：“这小伙子，真是又能跳又能帅啊！”\\n\\n王昶，羽毛球双打的选手，打球时那种专注的神情，简直帅得让人窒息。你说，打羽毛球也能这么有魅力，真是让人想问，这到底是打球还是在演电影？在场上挥拍的瞬间，仿佛连空气都为他让路。可见，运动员的魅力不仅仅在于他们的成绩，颜值也是一大杀器。\\n\\n说到这里，不禁让人反思，运动员的颜值和他们的成绩之间，究竟有多大关系？在社交媒体上，颜值高的运动员往往能吸引更多的粉丝。马龙、张博恒和王昶的粉丝数，简直像坐火箭一样蹭蹭上涨。而那些成绩优秀但不太上镜的运动员，往往默默无闻。这不禁让人想问，运动员的价值到底是由什么决定的？是实力，还是外貌？\\n\\n再看看这些运动员的日常训练，马龙每天在乒乓球桌前挥汗如雨，张博恒在体操器械上翻腾不息，王昶在羽毛球场上拼尽全力。可即便如此，他们的脸上始终挂着笑容，仿佛在告诉我们，努力和快乐是可以并存的。可是，咱老百姓心里也明白，光有颜值可不够，背后得有多少辛苦的付出，才能在赛场上绽放光彩。\\n\\n这就像是街边的小摊，卖的都是家常菜，味道好才是王道。可有些摊主却偏偏把颜值当成了招牌，结果一上桌，味道却让人失望。这时候，难道我们不该反思一下，真正吸引人的，究竟是外表，还是内涵？运动员们的成就和他们的颜值，能否并存？在这个看脸的时代，咱们是不是也该多关注一下那些默默无闻的努力者？\\n\\n再往深处想，运动员的形象背后，反映的其实是一个社会的审美观。如今，颜值经济盛行，大家都在追求美丽和完美。可是，真正的美丽，难道不是源于内心的自信和努力吗？那些在赛场上拼搏的身影，难道不应该成为我们心目中的偶像吗？\\n\\n总结一下，这三位运动员的颜值和成绩，确实让人眼前一亮。但更重要的是，他们背后那份不懈的努力和拼搏精神。咱们作为观众，难道不应当多一些对努力的赞美吗？在这个颜值至上的时代，咱们是否应该重新审视一下，什么才是真正的魅力？\\n\\n各位观众老爷们，你们什么看法呢？,新闻,2024-09-05 11:20,https://m.toutiao.com/w/1809324628819979,巴黎奥运会：颜值最为出众的3位中国美男子运动员\\n\\n1、马龙—乒乓球运动员\\n\\n2、张博恒—体操运动员\\n\\n3、王昶—羽毛球双打运动员\\n\\n咱们聊聊这三位运动员，首先得说，颜值这东西，真的是个奇妙的玩意儿。马龙的乒乓球技术那是一绝，打得对手心里发毛，然而他的颜值也让人忍不住多看几眼。想想看，谁不想在比赛中看到一个既帅又能打的人呢？这就像是吃了一碗热腾腾的牛肉面，面条劲道，牛肉鲜嫩，再加上一点香菜，简直完美。\\n\\n再说张博恒，体操运动员，身材那叫一个逆天。每次他在空中翻腾的时候，仿佛时间都停了。可别小看这小子，他不仅仅是个运动员，还是个活生生的艺术品。想象一下，观众席上，大家都在为他的动作喝彩，结果眼神不自觉地被他的颜值吸引，心里想着：“这小伙子，真是又能跳又能帅啊！”\\n\\n王昶，羽毛球双打的选手，打球时那种专注的神情，简直帅得让人窒息。你说，打羽毛球也能这么有魅力，真是让人想问，这到底是打球还是在演电影？在场上挥拍的瞬间，仿佛连空气都为他让路。可见，运动员的魅力不仅仅在于他们的成绩，颜值也是一大杀器。\\n\\n说到这里，不禁让人反思，运动员的颜值和他们的成绩之间，究竟有多大关系？在社交媒体上，颜值高的运动员往往能吸引更多的粉丝。马龙、张博恒和王昶的粉丝数，简直像坐火箭一样蹭蹭上涨。而那些成绩优秀但不太上镜的运动员，往往默默无闻。这不禁让人想问，运动员的价值到底是由什么决定的？是实力，还是外貌？\\n\\n再看看这些运动员的日常训练，马龙每天在乒乓球桌前挥汗如雨，张博恒在体操器械上翻腾不息，王昶在羽毛球场上拼尽全力。可即便如此，他们的脸上始终挂着笑容，仿佛在告诉我们，努力和快乐是可以并存的。可是，咱老百姓心里也明白，光有颜值可不够，背后得有多少辛苦的付出，才能在赛场上绽放光彩。\\n\\n这就像是街边的小摊，卖的都是家常菜，味道好才是王道。可有些摊主却偏偏把颜值当成了招牌，结果一上桌，味道却让人失望。这时候，难道我们不该反思一下，真正吸引人的，究竟是外表，还是内涵？运动员们的成就和他们的颜值，能否并存？在这个看脸的时代，咱们是不是也该多关注一下那些默默无闻的努力者？\\n\\n再往深处想，运动员的形象背后，反映的其实是一个社会的审美观。如今，颜值经济盛行，大家都在追求美丽和完美。可是，真正的美丽，难道不是源于内心的自信和努力吗？那些在赛场上拼搏的身影，难道不应该成为我们心目中的偶像吗？\\n\\n总结一下，这三位运动员的颜值和成绩，确实让人眼前一亮。但更重要的是，他们背后那份不懈的努力和拼搏精神。咱们作为观众，难道不应当多一些对努力的赞美吗？在这个颜值至上的时代，咱们是否应该重新审视一下，什么才是真正的魅力？\\n\\n各位观众老爷们，你们什么看法呢？,奥运,0,0,0,583,熙熙说事,1725506400,1725516500
1809311368855555,我不管！奥运会、残奥会中国都是世界第一！巴黎奥运会上台湾、香港奖牌都属于中国，中国就是世界第一，不接受任何反驳！#中国残奥会加油# #一起谈奥运# #简评奥运会#,新闻,2024-09-05 07:49,https://www.toutiao.com/ugc/share/wap/thread/1809311368855555,我不管！奥运会、残奥会中国都是世界第一！巴黎奥运会上台湾、香港奖牌都属于中国，中国就是世界第一，不接受任何反驳！#中国残奥会加油# #一起谈奥运# #简评奥运会#,奥运,2,0,0,4092,可靠不白,1725493740,1725516500
